
0, 0, 1, 2, 0, 88
0, 0, 1, 2, 3, 24
0, 0, 1, 2, 4, 15
0, 0, 1, 3, 4, 1
0, 0, 1, 3, 5, 30
0, 0, 1, 3, 8, 26
0, 0, 1, 8, 3, 0
0, 0, 1, 8, 4, 51
0, 0, 1, 8, 7, 11
0, 0, 1, 9, 4, 47
0, 0, 2, 1, 2, 21
0, 0, 2, 3, 4, 18
0, 0, 2, 3, 5, 14
0, 0, 2, 3, 6, 34
0, 0, 2, 3, 10, 41
0, 0, 2, 4, 5, 45
0, 0, 2, 4, 6, 79
0, 0, 2, 9, 4, 3
0, 0, 2, 9, 5, 36
0, 0, 2, 9, 10, 65
0, 0, 3, 1, 0, 93
0, 0, 3, 1, 4, 31
0, 0, 3, 2, 4, 48
0, 0, 3, 2, 9, 9
0, 0, 3, 4, 11, 6
0, 0, 4, 5, 3, 88
0, 0, 5, 3, 8, 0
0, 0, 5, 4, 2, 15
0, 0, 5, 4, 3, 29
0, 0, 5, 4, 8, 80
0, 0, 6, 4, 2, 35
0, 0, 6, 4, 9, 3
0, 0, 6, 5, 3, 14
0, 0, 6, 5, 4, 18
0, 0, 6, 5, 9, 36
0, 0, 6, 5, 11, 21
0, 0, 6, 10, 3, 23
0, 0, 6, 10, 4, 9
0, 0, 6, 10, 6, 65
0, 0, 6, 10, 9, 32
0, 0, 6, 10, 11, 41
0, 0, 7, 2, 3, 2
0, 0, 7, 2, 4, 17
0, 0, 7, 3, 4, 7
0, 0, 7, 8, 3, 66
0, 0, 7, 8, 4, 16
0, 0, 7, 8, 9, 32
0, 0, 7, 9, 4, 81
0, 0, 8, 3, 4, 13
0, 0, 8, 3, 5, 4
0, 0, 8, 3, 10, 11
0, 0, 8, 9, 4, 54
0, 0, 10, 4, 2, 17
0, 0, 10, 4, 3, 33
0, 0, 10, 4, 8, 16
0, 0, 10, 11, 4, 1
0, 0, 11, 4, 2, 31
0, 0, 11, 4, 3, 7
0, 0, 11, 4, 8, 6
0, 0, 11, 4, 9, 54
0, 0, 11, 5, 3, 4
0, 0, 11, 5, 4, 2
0, 0, 11, 10, 3, 56
0, 0, 11, 10, 4, 11
0, 0, 11, 10, 11, 26
0, 1, 2, 0, 0, 88
0, 1, 2, 0, 1, 88
0, 1, 2, 0, 2, 88
0, 1, 2, 0, 3, 88
0, 1, 2, 0, 4, 88
0, 1, 2, 0, 5, 88
0, 1, 2, 0, 6, 88
0, 1, 2, 1, 0, 15
0, 1, 2, 1, 8, 38
0, 1, 2, 3, 0, 24
0, 1, 2, 3, 1, 74
0, 1, 2, 3, 2, 24
0, 1, 2, 3, 3, 24
0, 1, 2, 3, 4, 24
0, 1, 2, 3, 5, 25
0, 1, 2, 3, 6, 25
0, 1, 2, 3, 8, 38
0, 1, 2, 3, 10, 24
0, 1, 2, 3, 11, 24
0, 1, 2, 4, 0, 15
0, 1, 2, 4, 1, 15
0, 1, 2, 4, 2, 15
0, 1, 2, 4, 4, 15
0, 1, 2, 4, 5, 15
0, 1, 2, 4, 6, 35
0, 1, 2, 4, 9, 82
0, 1, 2, 4, 11, 37
0, 1, 2, 9, 5, 73
0, 1, 3, 1, 0, 1
0, 1, 3, 1, 3, 30
0, 1, 3, 2, 0, 88
0, 1, 3, 2, 1, 27
0, 1, 3, 2, 4, 8
0, 1, 3, 4, 0, 1
0, 1, 3, 4, 1, 1
0, 1, 3, 4, 2, 8
0, 1, 3, 4, 3, 30
0, 1, 3, 4, 4, 1
0, 1, 3, 4, 5, 8
0, 1, 3, 4, 6, 22
0, 1, 3, 4, 8, 43
0, 1, 3, 4, 10, 1
